word;level;kana reading;TranslationEng;TranslationRus;SpecialReading;KanaOnly;check this;;
周囲;3;しゅうい;;окружность, обхват, окружение, условия;0;0;;;
周辺;4;しゅうへん;;окружение, окружность;0;0;;;
味噌(汁) ;2;みそ(しる);;мисо (паста из соевых бобов);0;0;;;
味方;3;みかた;;сторонник, союзник, друг;0;0;;;
呼び出す;4;よびだす;;вызвать, позвонить по телефону;0;0;;;
呼び掛ける;4;よびかける;;окликнуть, воззвать, обратиться;0;0;;;
命;3;いのち;;жизнь;0;0;;;
命じる;3;めいじる;;приказывать, распоряжаться, назначать (на должность);0;0;;;
命ずる;4;めいずる;;командовать, приказывать, распоряжаться;0;0;;;
命令;3;めいれい;;приказ, распоряжение, указ;0;0;;;
和英;4;わえい;;японско-английский;0;0;;;
咥える;4;くわえる;;держать во рту, держать в зубах;0;0;;;
咬む・噛む;2;かむ;;кусать, жевать;0;0;;;
咲く;1;さく;;цвести, расцветать;0;0;;;
咳;3;せき;;кашель;0;0;;;
哀れ;3;あわれ;;печаль, сострадание;0;0;;;
品;3;しな, ひん;;вещь, товар, сорт, качество, изящество, изысканность, достоинство;0;0;;;
員;2;いん;;член (комитета и др.);0;0;;;
哲学;3;てつがく;;философия;0;0;;;
唇;4;くちびる;;губы;0;0;;;
唯;3;ただ;;только, просто, лишь, бесплатно;0;0;;;
唯一;3;ゆいいつ;;единственный, уникальный;0;0;;;
商人;3;しょうにん;;купец, торговец;0;0;;;
問い;3;とい;;вопрос, запрос;0;0;;;
問い合わせ;4;といあわせ;;запрос, справка, анкета;0;0;;;
問答;4;もんどう;;вопросы и ответы, диалог;0;0;;;
善;3;ぜん;;добро;0;0;;;
喉;2;のど;;горло;0;0;;;
喧嘩（する） ;2;けんか（する）;;спор, ссора, драка;0;0;;;
営業;3;えいぎょう;;бизнес, предприятие, работать (о магазине);0;0;;;
嗅ぐ;4;かぐ;;нюхать, чувствовать запах;0;0;;;
嘘;2;うそ;;неправда, ложь;0;0;;;
噂;3;うわさ;;слухи, молва;0;0;;;
器用;3;きよう;;умелый, искусный, способный, ловкий;0;0;;;
噴水;4;ふんすい;;фонтан;0;0;;;
噴火;4;ふんか;;извержение (вулкана);0;0;;;
囁く;4;ささやく;;шептать;0;0;;;
四;1;し;;четыре;0;0;;;
四つ角;4;よつかど;;перекрёсток;0;0;;;
四季;4;しき;;четыре времени года;0;0;;;
四捨五入;4;ししゃごにゅう;;(мат.) округление;0;0;;;
四角;4;しかく;;квадрат;0;0;;;
四角い;4;しかくい;;четырехугольный;0;0;;;
回;3;かい;;сч. суф. раз;0;0;;;
〜回;1;かい;;сч. суф. кол-ва раз;0;0;;;
回り;3;まわり;;вращение, окружность, оборот, край, бордюр, объезд, через, путём;0;0;;;
回り・周り;2;まわり;;окрестности, окружность, вращение;0;0;;;
回り道;4;まわりみち;;объезд, окольный путь, крюк;0;0;;;
回る・周る;2;まわる;;вертеться, вращаться, объезжать;0;0;;;
回復;3;かいふく;;восстановление, выздоровление;0;0;;;
回数;4;かいすう;;частота, частотность, количество раз;0;0;;;
回数券;4;かいすうけん;;книга с отрывными билетами;0;0;;;
回答;4;かいとう;;ответ, разъяснение;0;0;;;
回転;4;かいてん;;вращение, поворот, оборот;0;0;;;
因る;4;よる;;основываться на, зависеть от;0;0;;;
団体;3;だんたい;;группа, коллектив, организация, объединение;0;0;;;
団地;4;だんち;;жилой массив, микрорайон;0;0;;;
困難;3;こんなん;;трудности, сложности;0;0;;;
囲む;3;かこむ;;окружать, брать в кольцо;0;0;;;
図;3;ず;;чертеж, план, схема, расчет;0;0;;;
図々しい;4;ずうずうしい;;бесстыдный, наглый, дерзкий, бесстыдный;0;0;;;
図形;4;ずけい;;график, форма;0;0;;;
図表;4;ずひょう;;диаграмма, график, таблица;0;0;;;
図鑑;4;ずかん;;атлас;0;0;;;
固い;4;かたい;;твёрдый (не жидкий);0;0;;;
固まる;4;かたまる;;затвердеть, окрепнуть, сгуститься, свернуться;0;0;;;
国会;3;こっかい;;парламент, национальное собрание, конгресс;0;0;;;
国境;3;こっきょう;;государственная граница;0;0;;;
国家;3;こっか;;государство;0;0;;;
国王;4;こくおう;;король, монарх;0;0;;;
国籍;4;こくせき;;национальность;0;0;;;
国語;3;こくご;;национальный язык, родной язык, японский язык;0;0;;;
国際;2;こくさい;;международный;0;0;;;
園芸;4;えんげい;;садоводство;0;0;;;
土曜;3;どよう;;(сокр.) суббота;0;0;;;
圧縮;4;あっしゅく;;сжатие (в том числе файлов), конденсирование, прессовка;0;0;;;
在る;4;ある;;быть, иметься, находиться;0;0;;;
在学;4;ざいがく;;учиться (в учебном заведении);0;0;;;
地;3;ち;;земля, почва, местность;0;0;;;
地下水;4;ちかすい;;подземные воды;0;0;;;
地名;4;ちめい;;название местности, географическое название;0;0;;;
地味;4;じみ;;простой, умеренный, скромный;0;0;;;
地域;3;ちいき;;район, зона, участок, регион;0;0;;;
地帯;4;ちたい;;зона, полоса, пояс, район;0;0;;;
地平線;3;ちへいせん;;горизонт, линия горизонта;0;0;;;
地点;4;ちてん;;пункт, точка на местности, место;0;0;;;
地球;3;ちきゅう;;Земля, земной шар;0;0;;;
地理;2;ちり;;география;0;0;;;
地盤;4;じばん;;фундамент, грунт, база, основа;0;0;;;
地質;4;ちしつ;;качества почвы;0;0;;;
地震;2;じしん;;землетрясение;0;0;;;
坊さん;4;ぼうさん;;буддийский монах;0;0;;;
坊っちゃん;4;ぼっちゃん;;мальчик, неопытный человек, (чей-то) сын;0;0;;;
坊や;4;ぼうや;;мальчик;0;0;;;
垂直;4;すいちょく;;отвесность, вертикальность, перпендикулярность;0;0;;;
型;3;かた;;тип, форма, модель, шаблон;0;0;;;
垣根;4;かきね;;забор, изгородь, ограда;0;0;;;
埃;3;ほこり;;пыль;0;0;;;
埋める;4;うめる・うずめる;;зарыть, закопать, похоронить, наполнить;0;0;;;
城;3;しろ;;замок, крепость, цитадель;0;0;;;
執筆;4;しっぴつ;;писательство;0;0;;;
基づく;3;もとづく;;основываться, базироваться;0;0;;;
基地;4;きち;;база (напр. военная), оплот;0;0;;;
基本;3;きほん;;основа, база, фундамент, стандарт;0;0;;;
基準・規準;4;きじゅん;;стандарт, основа, критерий, норма;0;0;;;
基盤;4;きばん;;основание, базис, фундамент;0;0;;;
基礎;4;きそ;;основа, фундамент, базис;0;0;;;
堀;4;ほり;;ров, канал, канава, траншея, окоп;0;0;;;
堅い;4;かたい;;твёрдый, крепкий, грубый, тугой;0;0;;;
堪らない;3;たまらない;;невыносимый, невыносимо;0;0;;;
報告;3;ほうこく;;доклад, отчёт, сообщение, рапорт;0;0;;;
場;3;ば;;место, пространство, сцена, ситуация;0;0;;;
場面;3;ばめん;;сцена, явление, место действия, ситуация, положение;0;0;;;
